Symbol,Name,LastSale,IPOyear,Country,Sector,industry,Exchange
IHTA,Invesco High Income 2024 Target Term Fund,9.9,2017,n/a,N/A,N/A,NYSE
IID,Voya International High Dividend Equity Income Fund,7.68,2007,USA,N/A,N/A,NYSE
IIF,"Morgan Stanley India Investment Fund, Inc.",34.85,1994,USA,N/A,N/A,NYSE
III,"Information Services Group, Inc.",4.25,N/A,USA,Consumer Services,Professional Services,Nasdaq
IIIN,"Insteel Industries, Inc.",32.6,N/A,USA,Capital Goods,Steel/Iron Ore,Nasdaq
IIJI,"Internet Initiative Japan, Inc.",11.25,N/A,Japan,Technology,Computer Software,Nasdaq
IIM,Invesco Value Municipal Income Trust,14.61,N/A,USA,N/A,N/A,NYSE
IIN,IntriCon Corporation,19.25,N/A,USA,Capital Goods,Electrical Products,Nasdaq
IIPR,"Innovative Industrial Properties, Inc.",30.12,2016,USA,Finance,Real Estate,NYSE
IIPR^A,"Innovative Industrial Properties, Inc.",27.534,N/A,USA,N/A,N/A,NYSE
IIVI,II-VI Incorporated,44.75,1987,USA,Capital Goods,Electronic Components,Nasdaq
IJT,iShares S&P Small-Cap 600 Growth ETF,178.88,N/A,USA,N/A,N/A,Nasdaq
IKNX,Ikonics Corporation,7.8305,N/A,USA,Miscellaneous,Industrial Machinery/Components,Nasdaq
ILG,"ILG, Inc",31.12,N/A,USA,Finance,Real Estate,Nasdaq
ILMN,"Illumina, Inc.",243.39,2000,USA,Capital Goods,Biotechnology,Nasdaq
ILPT,Industrial Logistics Properties Trust,21.95,2018,USA,Consumer Services,Real Estate Investment Trusts,Nasdaq
IMAX,Imax Corporation,19.5,N/A,Canada,Miscellaneous,Industrial Machinery/Components,NYSE
IMDZ,Immune Design Corp.,3.75,2014,USA,Health Care,Major Pharmaceuticals,Nasdaq
IMGN,"ImmunoGen, Inc.",8.51,1989,USA,Health Care,Major Pharmaceuticals,Nasdaq
IMH,"Impac Mortgage Holdings, Inc.",10.25,1997,USA,Consumer Services,Real Estate Investment Trusts,AMEX
IMI,"Intermolecular, Inc.",1.58,2011,USA,Technology,Semiconductors,Nasdaq
IMKTA,"Ingles Markets, Incorporated",35.85,1987,USA,Consumer Services,Food Chains,Nasdaq
IMMP,Immutep Limited,1.87,N/A,Australia,Health Care,Major Pharmaceuticals,Nasdaq
IMMR,Immersion Corporation,7.57,1999,USA,Technology,Computer peripheral equipment,Nasdaq
IMMU,"Immunomedics, Inc.",17.74,N/A,USA,Health Care,Biotechnology,Nasdaq
IMMY,"Imprimis Pharmaceuticals, Inc.",1.57,N/A,USA,Health Care,Major Pharmaceuticals,Nasdaq
IMNP          ,Immune Pharmaceuticals Inc.,0.5949,N/A,USA,Health Care,Major Pharmaceuticals,Nasdaq
IMO,Imperial Oil Limited,31.66,N/A,Canada,Energy,Integrated oil Companies,AMEX
IMOS,ChipMOS TECHNOLOGIES INC.,18.24,N/A,Taiwan,Technology,Semiconductors,Nasdaq
IMPV,"Imperva, Inc.",42.75,N/A,USA,Technology,Computer Software,Nasdaq
IMRN,Immuron Limited,6.5397,2017,Australia,Health Care,Major Pharmaceuticals,Nasdaq
IMRNW,Immuron Limited,1.4,2017,Australia,Health Care,Major Pharmaceuticals,Nasdaq
IMTE,Integrated Media Technology Limited,5.6,N/A,Australia,Consumer Non-Durables,Consumer Electronics/Appliances,Nasdaq
IMUC,"ImmunoCellular Therapeutics, Ltd.",0.2833,N/A,USA,Health Care,Major Pharmaceuticals,AMEX
IMUC.WS,"ImmunoCellular Therapeutics, Ltd.",N/A,N/A,USA,N/A,N/A,AMEX
INAP,Internap Corporation,15.97,1999,USA,Technology,Computer Software,Nasdaq
INB,"Cohen & Steers Global Income Builder, Inc.",10.11,2007,USA,N/A,N/A,NYSE
INBK,First Internet Bancorp,37.85,N/A,USA,Finance,Major Banks,Nasdaq
INBKL,First Internet Bancorp,25.61,N/A,USA,Finance,Major Banks,Nasdaq
INCY,Incyte Corporation,94.26,N/A,USA,Health Care,Biotechnology,Nasdaq
INDB,Independent Bank Corp.,72.3,N/A,USA,Finance,Major Banks,Nasdaq
INDU,Industrea Acquisition Corp.,9.78,2017,USA,Finance,Business Services,Nasdaq
INDUU,Industrea Acquisition Corp.,10.31,2017,USA,Finance,Business Services,Nasdaq
INDUW,Industrea Acquisition Corp.,0.48,2017,USA,Finance,Business Services,Nasdaq
INDY,iShares S&P India Nifty 50 Index Fund,39.01,N/A,USA,N/A,N/A,Nasdaq
INF,Brookfield Global Listed Infrastructure Income Fund,13.45,N/A,USA,N/A,N/A,NYSE
INFI,"Infinity Pharmaceuticals, Inc.",2.09,N/A,USA,Health Care,Major Pharmaceuticals,Nasdaq
INFN,Infinera Corporation,6.57,2007,USA,Public Utilities,Telecommunications Equipment,Nasdaq
INFO,IHS Markit Ltd.,48.45,2014,Bermuda,Technology,Computer Software,Nasdaq
INFR,Legg Mason Global Infrastructure ETF,29.765,N/A,USA,N/A,N/A,Nasdaq
INFU,"InfuSystems Holdings, Inc.",2.35,N/A,USA,Health Care,Medical/Dental Instruments,AMEX
INFY,Infosys Limited,18.45,N/A,India,Technology,EDP Services,NYSE
ING,"ING Group, N.V.",20.28,1997,Netherlands,Finance,Commercial Banks,NYSE
INGN,"Inogen, Inc",123.89,2014,USA,Health Care,Industrial Specialties,Nasdaq
INGR,Ingredion Incorporated,141.63,N/A,USA,Consumer Non-Durables,Packaged Foods,NYSE
INN,"Summit Hotel Properties, Inc.",15.81,2011,USA,Consumer Services,Real Estate Investment Trusts,NYSE
INN^C,"Summit Hotel Properties, Inc.",25.38,N/A,USA,N/A,N/A,NYSE
INN^D,"Summit Hotel Properties, Inc.",25.4,N/A,USA,N/A,N/A,NYSE
INN^E,"Summit Hotel Properties, Inc.",25.63,N/A,USA,N/A,N/A,NYSE
INO,"Inovio Pharmaceuticals, Inc.",5.135,N/A,USA,Health Care,Medical/Dental Instruments,Nasdaq
INOD,Innodata Inc.,1.23,1993,USA,Technology,EDP Services,Nasdaq
INOV,"Inovalon Holdings, Inc.",12.95,2015,USA,Technology,EDP Services,Nasdaq
INPX,Inpixon ,0.3029,2014,USA,Technology,EDP Services,Nasdaq
INS,Intelligent Systems Corporation,4.82,1992,USA,Technology,Computer Software,AMEX
INSE,"Inspired Entertainment, Inc.",6.2,2014,USA,Technology,Computer Software,Nasdaq
INSG,Inseego Corp.,1.86,N/A,USA,Consumer Durables,Telecommunications Equipment,Nasdaq
INSI,Insight Select Income Fund,19.83,N/A,USA,N/A,N/A,NYSE
INSM,"Insmed, Inc.",28.15,N/A,USA,Health Care,Major Pharmaceuticals,Nasdaq
INST,"Instructure, Inc.",34.85,2015,USA,Technology,Computer Software,NYSE
INSW,"International Seaways, Inc.",17.82,2016,n/a,Consumer Services,Marine Transportation,NYSE
INSY,"Insys Therapeutics, Inc.",10.11,2013,USA,Health Care,Major Pharmaceuticals,Nasdaq
INT,World Fuel Services Corporation,27.48,N/A,USA,Energy,Oil Refining/Marketing,NYSE
INTC,Intel Corporation,45.3,N/A,USA,Technology,Semiconductors,Nasdaq
INTG,The Intergroup Corporation,23.0501,N/A,USA,Consumer Services,Building operators,Nasdaq
INTL,INTL FCStone Inc.,44.03,N/A,USA,Finance,Investment Bankers/Brokers/Service,Nasdaq
INTT,inTest Corporation,8.7,1997,USA,Capital Goods,Electrical Products,AMEX
INTU,Intuit Inc.,167.82,1993,USA,Technology,Computer Software,Nasdaq
INTX,"Intersections, Inc.",2.31,2004,USA,Technology,EDP Services,Nasdaq
INUV,"Inuvo, Inc",0.8501,N/A,USA,Consumer Services,Advertising,AMEX
INVA,"Innoviva, Inc.",15.18,N/A,USA,Health Care,Major Pharmaceuticals,Nasdaq
INVE,"Identiv, Inc.",3.84,N/A,USA,Technology,Computer peripheral equipment,Nasdaq
INVH,Invitation Homes Inc.,22.58,2017,USA,Finance,Real Estate,NYSE
INWK,"InnerWorkings, Inc.",9.99,2006,USA,Miscellaneous,Business Services,Nasdaq
INXN,InterXion Holding N.V.,60.4,2011,Netherlands,Technology,Computer Software,NYSE
IO,Ion Geophysical Corporation,18.45,N/A,USA,Energy,Oil & Gas Production,NYSE
IONS,"Ionis Pharmaceuticals, Inc.",52.37,N/A,USA,Health Care,Major Pharmaceuticals,Nasdaq
IOR,"Income Opportunity Realty Investors, Inc.",10.9,N/A,USA,Consumer Services,Real Estate Investment Trusts,AMEX
IOSP,Innospec Inc.,73.85,N/A,USA,Basic Industries,Major Chemicals,Nasdaq
IOTS,Adesto Technologies Corporation,7.1,2015,USA,Technology,Semiconductors,Nasdaq
IOVA,"Iovance Biotherapeutics, Inc.",14.65,N/A,USA,Health Care,Biotechnology,Nasdaq
IP,International Paper Company,63.4,N/A,USA,Basic Industries,Paper,NYSE
IPAR,"Inter Parfums, Inc.",46.35,N/A,USA,Consumer Non-Durables,Package Goods/Cosmetics,Nasdaq
IPAS,iPass Inc.,0.4995,2003,USA,Technology,EDP Services,Nasdaq
IPB,"Merrill Lynch & Co., Inc. 6.0518% Index Plus Trust Certificate",27.9057,N/A,USA,Finance,Finance: Consumer Services,AMEX
IPCC,Infinity Property and Casualty Corporation,106.3,2003,USA,Finance,Property-Casualty Insurers,Nasdaq
IPCI,Intellipharmaceutics International Inc.,0.845,N/A,Canada,Health Care,Major Pharmaceuticals,Nasdaq
IPDN,"Professional Diversity Network, Inc.",3.85,2013,USA,Technology,Computer Software,Nasdaq
IPG,"Interpublic Group of Companies, Inc. (The)",21.36,N/A,USA,Technology,Advertising,NYSE
IPGP,IPG Photonics Corporation,257.64,2006,USA,Technology,Semiconductors,Nasdaq
IPHI,Inphi Corporation,31.09,2010,USA,Technology,Semiconductors,NYSE
IPHS,"Innophos Holdings, Inc.",47.25,2006,USA,Consumer Durables,Specialty Chemicals,Nasdaq
IPI,"Intrepid Potash, Inc",4.14,2008,USA,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE
IPKW,PowerShares International BuyBack Achievers Portfolio,39.875,N/A,USA,N/A,N/A,Nasdaq
IPL^D,Interstate Power and Light Company,24.95,N/A,USA,N/A,N/A,NYSE
IPOA,Social Capital Hedosophia Holdings Corp.,10.05,2017,n/a,Finance,Business Services,NYSE
IPOA.U,Social Capital Hedosophia Holdings Corp.,N/A,2017,n/a,N/A,N/A,NYSE
IPOA.WS,Social Capital Hedosophia Holdings Corp.,N/A,N/A,n/a,N/A,N/A,NYSE
IPWR,Ideal Power Inc.,1.3198,2013,USA,Energy,Industrial Machinery/Components,Nasdaq
IPXL,"Impax Laboratories, Inc.",20.9,N/A,USA,Health Care,Major Pharmaceuticals,Nasdaq
IQI,Invesco Quality Municipal Income Trust,12.27,N/A,USA,N/A,N/A,NYSE
IQV,"IQVIA Holdings, Inc.",104.58,2013,USA,Health Care,Biotechnology,NYSE
IR,Ingersoll-Rand plc (Ireland),91.57,N/A,Ireland,Capital Goods,Auto Parts:O.E.M.,NYSE
IRBT,iRobot Corporation,92.66,2005,USA,Consumer Durables,Consumer Electronics/Appliances,Nasdaq
IRCP,IRSA Propiedades Comerciales S.A.,56.5,N/A,Argentina,Consumer Services,Building operators,Nasdaq
IRDM,Iridium Communications Inc,12.75,N/A,USA,Consumer Durables,Telecommunications Equipment,Nasdaq
IRDMB,Iridium Communications Inc,443.156,N/A,USA,Consumer Durables,Telecommunications Equipment,Nasdaq
IRET,Investors Real Estate Trust,5.75,N/A,USA,Consumer Services,Real Estate Investment Trusts,NYSE
IRET^C,Investors Real Estate Trust,24.9,N/A,USA,N/A,N/A,NYSE
IRIX,IRIDEX Corporation,7.3241,1996,USA,Health Care,Biotechnology,Nasdaq
IRL,"New Ireland Fund, Inc. (The)",13.04,1990,USA,N/A,N/A,NYSE
IRM,Iron Mountain Incorporated,35.82,N/A,USA,Consumer Services,Real Estate Investment Trusts,NYSE
IRMD,iRadimed Corporation,14.75,2014,USA,Health Care,Medical/Dental Instruments,Nasdaq
IROQ,"IF Bancorp, Inc.",20.2975,2011,USA,Finance,Savings Institutions,Nasdaq
IRR,Voya Natural Resources Equity Income Fund,6.72,N/A,USA,N/A,N/A,NYSE
IRS,IRSA Inversiones Y Representaciones S.A.,28.67,N/A,Argentina,Consumer Services,Homebuilding,NYSE
IRT,"Independence Realty Trust, Inc.",9.65,2013,USA,Consumer Services,Real Estate Investment Trusts,NYSE
IRTC,"iRhythm Technologies, Inc.",61.77,2016,USA,Health Care,Medical/Dental Instruments,Nasdaq
IRWD,"Ironwood Pharmaceuticals, Inc.",15.78,2010,USA,Health Care,Major Pharmaceuticals,Nasdaq
ISBC,"Investors Bancorp, Inc.",14.18,N/A,USA,Finance,Major Banks,Nasdaq
ISCA,International Speedway Corporation,45.3,1996,USA,Consumer Services,Services-Misc. Amusement & Recreation,Nasdaq
ISD,"Prudential Short Duration High Yield Fund, Inc.",14.9,2012,USA,N/A,N/A,NYSE
ISDR,Issuer Direct Corporation,17.5,N/A,USA,Miscellaneous,Publishing,AMEX
ISF,"ING Group, N.V.",25.9,N/A,Netherlands,Finance,Commercial Banks,NYSE
ISG,"ING Group, N.V.",25.65,N/A,Netherlands,Finance,Commercial Banks,NYSE
ISHG,iShares 1-3 Year International Treasury Bond ETF,86.98,N/A,USA,N/A,N/A,Nasdaq
ISIG,"Insignia Systems, Inc.",1.35,1991,USA,Consumer Services,Advertising,Nasdaq
ISL,"Aberdeen Israel Fund, Inc.",21.1906,1992,USA,N/A,N/A,AMEX
ISNS,"Image Sensing Systems, Inc.",3.3,1995,USA,Capital Goods,Industrial Machinery/Components,Nasdaq
ISR,"IsoRay, Inc.",0.46,N/A,USA,Health Care,Medical/Dental Instruments,AMEX
ISRG,"Intuitive Surgical, Inc.",449.81,2000,USA,Health Care,Industrial Specialties,Nasdaq
ISRL,"Isramco, Inc.",109.5,1983,USA,Energy,Oil & Gas Production,Nasdaq
ISSC,"Innovative Solutions and Support, Inc.",2.98,2000,USA,Technology,EDP Services,Nasdaq
ISTB,iShares Core 1-5 Year USD Bond ETF,49.69,N/A,USA,N/A,N/A,Nasdaq
ISTR,Investar Holding Corporation,24.15,2014,USA,Finance,Major Banks,Nasdaq
IT,"Gartner, Inc.",140.12,1993,USA,Consumer Services,Other Consumer Services,NYSE
ITCB,Ita? CorpBanca,15.53,N/A,Chile,Finance,Major Banks,NYSE
ITCI,Intra-Cellular Therapies Inc.,17.91,N/A,USA,Health Care,Major Pharmaceuticals,Nasdaq
ITEQ,ETF Managers Trust BlueStar TA-BIGITech Israel Technology ETF,33.24,N/A,n/a,N/A,N/A,Nasdaq
ITG,"Investment Technology Group, Inc.",21.33,N/A,USA,Finance,Investment Bankers/Brokers/Service,NYSE
ITGR,Integer Holdings Corporation,50.6,N/A,USA,Miscellaneous,Industrial Machinery/Components,NYSE
ITI,"Iteris, Inc.",7.08,N/A,USA,Consumer Durables,Telecommunications Equipment,Nasdaq
ITIC,Investors Title Company,195,N/A,USA,Finance,Specialty Insurers,Nasdaq
ITRI,"Itron, Inc.",74.85,1993,USA,Capital Goods,Electrical Products,Nasdaq
ITRN,Ituran Location and Control Ltd.,34.7,2005,Israel,Consumer Non-Durables,Electronic Components,Nasdaq
ITT,ITT Inc.,56.86,2011,USA,Capital Goods,Fluid Controls,NYSE
ITUB,Itau Unibanco Banco Holding SA,16.52,N/A,Brazil,Finance,Major Banks,NYSE
ITUS,ITUS Corporation,6.1,N/A,USA,Miscellaneous,Multi-Sector Companies,Nasdaq
ITW,Illinois Tool Works Inc.,174.76,N/A,USA,Technology,Industrial Machinery/Components,NYSE
IUSB,iShares Core Total USD Bond Market ETF,50.65,N/A,USA,N/A,N/A,Nasdaq
IUSG,iShares Core S&P U.S. Growth ETF,57.57,N/A,USA,N/A,N/A,Nasdaq
IUSV,iShares Core S&P U.S. Value ETF,58.18,N/A,USA,N/A,N/A,Nasdaq
IVAC,"Intevac, Inc.",6.8,1995,USA,Technology,Industrial Machinery/Components,Nasdaq
IVC,Invacare Corporation,18,N/A,USA,Health Care,Industrial Specialties,NYSE
IVENC,Ivy NextShares,100.05,N/A,USA,N/A,N/A,Nasdaq
IVFGC,Ivy NextShares,100.02,N/A,USA,N/A,N/A,Nasdaq
IVFVC,Ivy NextShares,99.99,N/A,USA,N/A,N/A,Nasdaq
IVH,Ivy High Income Opportunities Fund,14.64,2013,n/a,N/A,N/A,NYSE
IVR,INVESCO MORTGAGE CAPITAL INC,17.58,2009,USA,Consumer Services,Real Estate Investment Trusts,NYSE
IVR^A,Invesco Mortgage Capital Inc.,25,N/A,USA,N/A,N/A,NYSE
IVR^B,INVESCO MORTGAGE CAPITAL INC,25.67,N/A,USA,N/A,N/A,NYSE
IVR^C,INVESCO MORTGAGE CAPITAL INC,24.85,N/A,USA,N/A,N/A,NYSE
IVTY,"Invuity, Inc.",5.45,2015,USA,Health Care,Medical/Dental Instruments,Nasdaq
IVZ,Invesco Plc,37.59,N/A,USA,Finance,Investment Managers,NYSE
IX,Orix Corp Ads,99.34,N/A,Japan,Finance,Diversified Financial Services,NYSE
IXUS,iShares Core MSCI Total International Stock ETF,67.26,N/A,USA,N/A,N/A,Nasdaq
IZEA,IZEA Inc.,4.72,N/A,USA,Consumer Services,Advertising,Nasdaq
JACK,Jack In The Box Inc.,94.54,N/A,USA,Consumer Services,Restaurants,Nasdaq
JAG,Jagged Peak Energy Inc.,13.76,2017,USA,Energy,Oil & Gas Production,NYSE
JAGX,"Jaguar Health, Inc.",0.1359,2015,USA,Health Care,Major Pharmaceuticals,Nasdaq
JAKK,"JAKKS Pacific, Inc.",2.6,1996,USA,Consumer Non-Durables,Recreational Products/Toys,Nasdaq
JASN,"Jason Industries, Inc.",2.25,2013,USA,Consumer Durables,Miscellaneous manufacturing industries,Nasdaq
JASNW,"Jason Industries, Inc.",0.015,2013,USA,Consumer Durables,Miscellaneous manufacturing industries,Nasdaq
JASO,"JA Solar Holdings, Co., Ltd.",7.38,2007,China,Technology,Semiconductors,Nasdaq
JAX,"J. Alexander&#39;s Holdings, Inc.",9.6,2015,n/a,Consumer Services,Restaurants,NYSE
JAZZ,Jazz Pharmaceuticals plc,153.12,2007,Ireland,Health Care,Major Pharmaceuticals,Nasdaq
JBGS,JBG SMITH Properties,33.83,2017,USA,Consumer Services,Real Estate Investment Trusts,NYSE
JBHT,"J.B. Hunt Transport Services, Inc.",123.99,N/A,USA,Transportation,Trucking Freight/Courier Services,Nasdaq
JBK,Lehman ABS Corporation,25.005,N/A,USA,Finance,Finance: Consumer Services,NYSE
JBL,Jabil Inc.,26.79,1993,USA,Technology,Electrical Products,NYSE
JBLU,JetBlue Airways Corporation,20.69,2002,USA,Transportation,Air Freight/Delivery Services,Nasdaq
JBN,Select Asset Inc.,14,N/A,USA,Finance,Finance: Consumer Services,NYSE
JBR,Select Asset Inc.,14.15,N/A,USA,Finance,Finance: Consumer Services,NYSE
JBSS,"John B. Sanfilippo & Son, Inc.",64.43,1991,USA,Consumer Non-Durables,Specialty Foods,Nasdaq
JBT,John Bean Technologies Corporation,115.05,N/A,USA,Technology,Industrial Machinery/Components,NYSE
JCAP,"Jernigan Capital, Inc.",18.49,2015,USA,Consumer Services,Real Estate Investment Trusts,NYSE
JCE,Nuveen Core Equity Alpha Fund,15.42,2007,USA,N/A,N/A,NYSE
JCI,Johnson Controls International plc,40.79,N/A,Switzerland,Consumer Services,Other Consumer Services,NYSE
JCO,Nuveen Credit Opportunities 2022 Target Term Fund,9.59,2017,USA,N/A,N/A,NYSE
JCOM,"j2 Global, Inc.",78.77,1999,USA,Technology,Telecommunications Equipment,Nasdaq
JCP,"J.C. Penney Company, Inc. Holding Company",3.81,N/A,USA,Consumer Services,Department/Specialty Retail Stores,NYSE
JCS,"Communications Systems, Inc.",3.66,N/A,USA,Public Utilities,Telecommunications Equipment,Nasdaq
JCTCF,Jewett-Cameron Trading Company,15.05,N/A,USA,Consumer Services,RETAIL: Building Materials,Nasdaq
JD,"JD.com, Inc.",47.38,2014,China,Consumer Services,Other Specialty Stores,Nasdaq
JDD,Nuveen Diversified Dividend and Income Fund,12.43,2003,USA,N/A,N/A,NYSE
JE,"Just Energy Group, Inc.",4.34,N/A,Canada,Public Utilities,Oil/Gas Transmission,NYSE
JE^A,"Just Energy Group, Inc.",24.1,N/A,Canada,N/A,N/A,NYSE
JEC,Jacobs Engineering Group Inc.,69.86,N/A,USA,Basic Industries,Military/Government/Technical,NYSE
JELD,"JELD-WEN Holding, Inc.",40.62,2017,USA,Basic Industries,Forest Products,NYSE
JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund,9.6199,2017,n/a,N/A,N/A,NYSE
JEQ,"Aberdeen Japan Equity Fund, Inc. ",9.72,1992,USA,N/A,N/A,NYSE
JFR,Nuveen Floating Rate Income Fund,11.15,2004,USA,N/A,N/A,NYSE
JGH,Nuveen Global High Income Fund,17.05,2014,USA,N/A,N/A,NYSE
JHA,Nuveen High Income 2020 Target Term Fund,9.9,2015,n/a,N/A,N/A,NYSE
JHB,Nuveen High Income November 2021 Target Term Fund,9.86,2016,n/a,N/A,N/A,NYSE
JHD,Nuveen High Income December 2019 Target Term Fund,9.93,2016,USA,N/A,N/A,NYSE
JHG,Janus Henderson Group plc,40.94,2017,n/a,Finance,Investment Managers,NYSE
JHI,John Hancock Investors Trust,17.68,N/A,USA,N/A,N/A,NYSE
JHS,John Hancock Income Securities Trust,14.76,N/A,USA,N/A,N/A,NYSE
JHX,James Hardie Industries plc.,17.11,N/A,Ireland,Capital Goods,Building Materials,NYSE
JHY,Nuveen High Income 2020 Target Term Fund,9.97,2015,n/a,N/A,N/A,NYSE
JILL,"J. Jill, Inc.",8.71,2017,n/a,Consumer Non-Durables,Apparel,NYSE
JJSF,J & J Snack Foods Corp.,150.92,1986,USA,Consumer Non-Durables,Specialty Foods,Nasdaq
JKHY,"Jack Henry & Associates, Inc.",125.55,1985,USA,Technology,EDP Services,Nasdaq
JKI,iShares Morningstar Mid-Cap ETF,166.98,N/A,USA,N/A,N/A,Nasdaq
JKS,JinkoSolar Holding Company Limited,22.42,2010,China,Technology,Semiconductors,NYSE
JLL,Jones Lang LaSalle Incorporated,156.38,N/A,USA,Finance,Real Estate,NYSE
JLS,Nuveen Mortgage Opportunity Term Fund,24.07,2009,USA,N/A,N/A,NYSE
JMBA,"Jamba, Inc.",8.06,N/A,USA,Consumer Services,Restaurants,Nasdaq
JMEI,Jumei International Holding Limited,3.49,2014,n/a,Consumer Services,Other Specialty Stores,NYSE
JMF,Nuveen Energy MLP Total Return Fund,12.69,2011,USA,N/A,N/A,NYSE
JMLP,Nuveen All Cap Energy MLP Opportunities Fund,9.47,2014,n/a,N/A,N/A,NYSE
JMM,Nuveen Multi-Market Income Fund,7.6901,N/A,USA,N/A,N/A,NYSE
JMP,JMP Group LLC,5.5,2007,USA,Finance,Investment Bankers/Brokers/Service,NYSE
JMPB,JMP Group LLC,25.34,N/A,USA,Finance,Investment Bankers/Brokers/Service,NYSE
JMPD,JMP Group LLC,25.2001,2017,USA,Finance,Investment Bankers/Brokers/Service,NYSE
JMT,Nuven Mortgage Opportunity Term Fund 2,23.49,N/A,USA,N/A,N/A,NYSE
JMU,JMU Limited,1.075,2015,China,Technology,EDP Services,Nasdaq
JNCE,"Jounce Therapeutics, Inc.",24,2017,USA,Health Care,Biotechnology,Nasdaq
JNJ,Johnson & Johnson,144.4,N/A,USA,Health Care,Major Pharmaceuticals,NYSE
JNP,"Juniper Pharmaceuticals, Inc.",6.65,N/A,USA,Health Care,Major Pharmaceuticals,Nasdaq
JNPR,"Juniper Networks, Inc.",27.67,1999,USA,Technology,Computer Communications Equipment,NYSE
JOB,GEE Group Inc.,2.96,N/A,USA,Technology,Diversified Commercial Services,AMEX
JOBS,"51job, Inc.",68.21,2004,China,Technology,Diversified Commercial Services,Nasdaq
JOE,St. Joe Company (The),17.95,N/A,USA,Consumer Services,Homebuilding,NYSE
JOF,Japan Smaller Capitalization Fund Inc,12.88,1990,USA,N/A,N/A,NYSE
JONE,"Jones Energy, Inc.",1.34,2013,USA,Energy,Oil & Gas Production,NYSE
JOUT,Johnson Outdoors Inc.,62.07,N/A,USA,Consumer Non-Durables,Recreational Products/Toys,Nasdaq
JP,Jupai Holdings Limited,22.15,2015,n/a,Consumer Services,Other Consumer Services,NYSE
JPC,Nuveen Preferred & Income Opportunities Fund,10.01,2003,USA,N/A,N/A,NYSE
JPI,Nuveen Preferred and Income Term Fund,24.41,2012,n/a,N/A,N/A,NYSE
JPM,J P Morgan Chase & Co,115.7,N/A,USA,Finance,Major Banks,NYSE
JPM.WS,J P Morgan Chase & Co,N/A,N/A,USA,N/A,N/A,NYSE
JPM^A,J P Morgan Chase & Co,25.24,N/A,USA,Finance,Major Banks,NYSE
JPM^B,J P Morgan Chase & Co,26.81,N/A,USA,N/A,N/A,NYSE
JPM^E,J P Morgan Chase & Co,26.41,N/A,USA,N/A,N/A,NYSE
JPM^F,J P Morgan Chase & Co,26.29,N/A,USA,N/A,N/A,NYSE
JPM^G,J P Morgan Chase & Co,26.56,N/A,USA,N/A,N/A,NYSE
JPM^H,J P Morgan Chase & Co,26.5899,N/A,USA,Finance,Major Banks,NYSE
JPS,Nuveen Preferred & Income Securities Fund,9.7,2002,USA,N/A,N/A,NYSE
JPT,Nuveen Preferred and Income 2022 Term Fund,24.2,2017,USA,N/A,N/A,NYSE
JQC,Nuveen Credit Strategies Income Fund,8.2,2003,USA,N/A,N/A,NYSE
JRI,Nuveen Real Asset Income and Growth Fund,17.88,2012,USA,N/A,N/A,NYSE
JRJC,China Finance Online Co. Limited,2.61,2004,China,Finance,Investment Bankers/Brokers/Service,Nasdaq
JRJR,"JRjr33, Inc.",0.1778,2014,USA,Consumer Services,Other Consumer Services,AMEX
JRO,Nuveen Floating Rate Income Opportuntiy Fund,11.21,2004,USA,N/A,N/A,NYSE
JRS,Nuveen Real Estate Fund,10.85,2001,USA,N/A,N/A,NYSE
JRVR,"James River Group Holdings, Ltd.",37.48,2014,Bermuda,Finance,Property-Casualty Insurers,Nasdaq
JSD,Nuveen Short Duration Credit Opportunities Fund,16.86,2011,USA,N/A,N/A,NYSE
JSM,Navient Corporation,23.1857,N/A,USA,Finance,Finance: Consumer Services,Nasdaq
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,40.99,N/A,USA,N/A,N/A,Nasdaq
JSML,Janus Henderson Small Cap Growth Alpha ETF,38.37,N/A,USA,N/A,N/A,Nasdaq
JSYN,Jensyn Acquistion Corp.,10.41,2016,USA,Public Utilities,Natural Gas Distribution,Nasdaq
JSYNR,Jensyn Acquistion Corp.,0.39,2016,USA,Public Utilities,Natural Gas Distribution,Nasdaq
JSYNU,Jensyn Acquistion Corp.,10.8,2016,USA,Public Utilities,Natural Gas Distribution,Nasdaq
JSYNW,Jensyn Acquistion Corp.,0.25,2016,USA,Public Utilities,Natural Gas Distribution,Nasdaq
JT,Jianpu Technology Inc.,8.82,2017,n/a,Technology,Computer Software,NYSE
JTA,Nuveen Tax-Advantaged Total Return Strategy Fund,14.54,2004,USA,N/A,N/A,NYSE
JTD,Nuveen Tax-Advantaged Dividend Growth Fund,18.17,N/A,USA,N/A,N/A,NYSE
JTPY,JetPay Corporation,2.35,2011,USA,Finance,Business Services,Nasdaq
JUNO,"Juno Therapeutics, Inc.",85.75,2014,USA,Health Care,Biotechnology,Nasdaq
JVA,"Coffee Holding Co., Inc.",4.17,2005,USA,Consumer Non-Durables,Food Distributors,Nasdaq
JW.A,"John Wiley & Sons, Inc.",N/A,N/A,n/a,N/A,N/A,NYSE
JW.B,"John Wiley & Sons, Inc.",N/A,N/A,n/a,N/A,N/A,NYSE
JWN,"Nordstrom, Inc.",49.5,N/A,USA,Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
